species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,year
Adelie,Biscoe,40.4,18.7,194,3825,male,2008
Adelie,Biscoe,40.7,19.0,193,3775,male,2008
Adelie,Biscoe,41.0,18.2,192,4075,male,2008
Adelie,Biscoe,41.4,18.6,191,3700,male,2008
Adelie,Biscoe,38.3,19.9,190,3925,male,2009
Adelie,Biscoe,41.3,18.6,191,3675,male,2008
Adelie,Biscoe,41.6,18.0,192,3950,male,2008
Adelie,Biscoe,42.4,19.6,197,4225,male,2009
Adelie,Biscoe,37.7,18.7,179,3600,male,2007
Adelie,Biscoe,43.3,19.0,197,4775,male,2009
Adelie,Biscoe,40.6,18.9,192,3825,male,2008
Adelie,Biscoe,41.1,18.5,191,3700,male,2008
Adelie,Biscoe,41.2,21.1,195,4425,male,2008
Adelie,Biscoe,41.7,18.1,192,3925,male,2008
Adelie,Biscoe,41.0,19.9,203,4750,male,2009
Adelie,Biscoe,40.8,18.8,193,3825,male,2008
Adelie,Biscoe,42.7,18.3,196,4125,male,2009
Adelie,Biscoe,40.2,18.9,187,4300,male,2008
Adelie,Biscoe,41.1,18.2,192,4075,male,2008
Adelie,Biscoe,43.3,19.0,197,4775,male,2009
Adelie,Biscoe,42.7,18.4,196,4075,male,2009
Adelie,Biscoe,38.3,18.2,185,3950,male,2007
Adelie,Biscoe,41.0,20.0,203,4725,male,2009
Adelie,Biscoe,41.3,21.2,195,4400,male,2008
Adelie,Biscoe,41.3,19.2,188,4100,male,2008
Adelie,Biscoe,42.2,19.6,198,4275,male,2009
Adelie,Biscoe,42.1,19.6,197,4300,male,2009
Adelie,Biscoe,38.3,20.0,190,3875,male,2009
Adelie,Biscoe,40.6,18.9,193,3800,male,2008
Adelie,Biscoe,42.8,18.3,196,4075,male,2009
Adelie,Biscoe,41.4,17.9,192,3950,male,2008
Adelie,Biscoe,39.6,18.8,184,3550,male,2009
Adelie,Biscoe,43.3,19.0,196,4775,male,2009
Adelie,Biscoe,41.4,21.1,195,4400,male,2008
Adelie,Biscoe,40.5,18.7,193,3800,male,2008
Adelie,Biscoe,41.8,18.0,192,3975,male,2008
Adelie,Biscoe,40.2,18.8,188,4275,male,2008
Adelie,Biscoe,41.6,17.9,193,3975,male,2008
Adelie,Biscoe,41.1,18.2,192,4025,male,2008
Adelie,Biscoe,42.0,19.5,197,4275,male,2009
Adelie,Biscoe,41.4,18.6,191,3675,male,2008
Adelie,Biscoe,40.4,18.6,183,3550,male,2007
Adelie,Biscoe,37.8,20.0,191,4250,male,2009
Adelie,Biscoe,41.6,17.9,192,3925,male,2008
Adelie,Biscoe,43.1,19.1,198,4775,male,2009
Adelie,Biscoe,38.1,20.0,190,3950,male,2009
Adelie,Biscoe,42.1,19.5,200,4100,male,2008
Adelie,Biscoe,41.3,18.6,191,3725,male,2008
Adelie,Biscoe,42.2,19.6,200,4050,male,2008
Adelie,Biscoe,42.9,18.4,196,4075,male,2009
Adelie,Biscoe,40.5,18.9,180,3925,male,2007
Adelie,Biscoe,45.7,20.4,191,4600,male,2009
Adelie,Biscoe,41.5,18.6,191,3725,male,2008
Adelie,Biscoe,38.2,18.1,185,3925,male,2007
Adelie,Biscoe,45.5,20.3,191,4600,male,2009
Adelie,Biscoe,37.3,18.7,179,3600,male,2007
Adelie,Biscoe,39.9,18.9,188,4300,male,2008
Adelie,Biscoe,39.0,17.1,180,3800,male,2007
Adelie,Biscoe,39.8,18.9,184,3500,male,2009
Adelie,Biscoe,39.8,18.8,184,3525,male,2009
Adelie,Biscoe,38.0,20.1,190,4225,male,2009
Adelie,Biscoe,38.0,18.1,184,3950,male,2007
Adelie,Biscoe,37.7,20.0,190,4250,male,2009
Adelie,Biscoe,42.0,19.5,200,4075,male,2008
Adelie,Biscoe,40.7,18.9,179,3950,male,2007
Adelie,Biscoe,38.9,17.1,180,3800,male,2007
Adelie,Biscoe,40.7,18.6,183,3550,male,2007
Adelie,Biscoe,40.6,19.0,193,3775,male,2008
Adelie,Biscoe,37.6,18.7,180,3625,male,2007
Adelie,Biscoe,41.3,21.1,195,4450,male,2008
Adelie,Biscoe,37.5,19.9,190,4275,male,2009
Adelie,Biscoe,41.0,18.1,192,4075,male,2008
Adelie,Biscoe,37.9,18.8,180,3625,male,2007
Adelie,Biscoe,38.9,17.3,180,3775,male,2007
Adelie,Biscoe,37.6,18.6,180,3625,male,2007
Adelie,Biscoe,41.2,21.1,194,4425,male,2008
Adelie,Biscoe,45.5,20.3,191,4600,male,2009
Adelie,Biscoe,40.0,18.9,188,4275,male,2008
Adelie,Biscoe,40.4,18.7,180,3950,male,2007
Adelie,Biscoe,41.5,18.0,192,3950,male,2008
Adelie,Biscoe,43.1,18.8,197,4775,male,2009
Adelie,Biscoe,38.2,18.0,185,3950,male,2007
Adelie,Biscoe,38.8,17.2,180,3825,male,2007
Adelie,Biscoe,40.4,18.8,180,3950,male,2007
Adelie,Biscoe,40.6,18.9,180,3925,male,2007
Adelie,Biscoe,40.0,18.9,188,4275,male,2008
Adelie,Biscoe,42.3,19.4,201,4100,male,2008
Adelie,Biscoe,41.2,18.3,192,4050,male,2008
Adelie,Biscoe,40.0,18.9,188,4350,male,2008
Adelie,Biscoe,41.5,18.6,191,3675,male,2008
Adelie,Biscoe,40.9,20.1,203,4775,male,2009
Adelie,Biscoe,38.0,20.0,190,3950,male,2009
Adelie,Biscoe,41.0,20.0,203,4750,male,2009
Adelie,Biscoe,40.4,18.9,179,3975,male,2007
Adelie,Biscoe,39.0,17.3,180,3825,male,2007
Adelie,Biscoe,40.5,18.5,183,3550,male,2007
Adelie,Biscoe,40.5,18.8,193,3800,male,2008
Adelie,Biscoe,40.7,18.6,183,3600,male,2007
Adelie,Biscoe,40.7,18.9,180,3975,male,2007
Adelie,Biscoe,41.3,18.6,191,3675,male,2008
Adelie,Biscoe,41.1,21.3,195,4450,male,2008
Adelie,Biscoe,41.5,18.1,192,3925,male,2008
Adelie,Biscoe,38.6,17.1,179,3775,male,2007
Adelie,Biscoe,40.7,18.6,183,3575,male,2007
Adelie,Biscoe,40.6,18.9,180,3950,male,2007
Adelie,Biscoe,40.5,18.8,180,3925,male,2007
Adelie,Biscoe,38.5,18.1,185,3925,male,2007
Adelie,Biscoe,41.0,18.3,192,4075,male,2008
Adelie,Biscoe,38.7,17.3,180,3800,male,2007
Adelie,Biscoe,41.6,18.6,191,3725,male,2008
Adelie,Biscoe,42.4,19.5,200,4050,male,2008
Adelie,Biscoe,40.4,18.9,180,3975,male,2007
Adelie,Biscoe,40.1,18.9,188,4300,male,2008
Adelie,Biscoe,40.5,18.5,183,3550,male,2007
Adelie,Biscoe,41.3,18.5,191,3650,male,2008
Adelie,Biscoe,41.8,18.1,192,3925,male,2008
Adelie,Biscoe,41.9,19.6,200,4050,male,2008
Adelie,Biscoe,40.5,18.5,183,3575,male,2007
Adelie,Biscoe,38.8,17.2,180,3800,male,2007
Adelie,Biscoe,38.4,18.1,185,3975,male,2007
Adelie,Biscoe,38.7,17.2,180,3800,male,2007
Adelie,Biscoe,42.6,18.3,196,4100,male,2009
Adelie,Biscoe,38.8,17.2,180,3800,male,2007
Adelie,Biscoe,40.5,18.9,180,3950,male,2007
Adelie,Biscoe,37.5,19.1,194,3750,male,2008
Adelie,Biscoe,41.2,19.1,188,4125,male,2008
Adelie,Biscoe,39.8,18.9,188,4300,male,2008
Adelie,Biscoe,42.6,18.2,196,4075,male,2009
Adelie,Biscoe,40.7,18.8,193,3825,male,2008
Adelie,Biscoe,39.8,18.9,184,3550,male,2009
Adelie,Biscoe,41.1,19.0,188,4075,male,2008
Adelie,Biscoe,42.0,19.6,200,4025,male,2008
Adelie,Biscoe,45.6,20.3,192,4625,male,2009
Adelie,Biscoe,42.1,19.5,201,4075,male,2008
Adelie,Biscoe,38.7,17.1,180,3775,male,2007
Adelie,Biscoe,37.6,20.0,190,4225,male,2009
Adelie,Biscoe,38.9,17.1,179,3800,male,2007
Adelie,Biscoe,41.9,19.5,200,4025,male,2008
Adelie,Biscoe,38.0,18.1,185,3925,male,2007
Adelie,Biscoe,37.7,19.1,194,3750,male,2008
Adelie,Biscoe,37.7,19.0,194,3725,male,2008
Adelie,Biscoe,39.5,18.8,184,3525,male,2009
Adelie,Biscoe,39.6,18.8,184,3575,male,2009
Adelie,Biscoe,42.0,19.5,197,4225,male,2009
Adelie,Biscoe,43.5,19.0,197,4775,male,2009
Adelie,Biscoe,42.2,19.4,200,4075,male,2008
Adelie,Biscoe,41.3,18.5,191,3725,male,2008
Adelie,Biscoe,41.9,19.5,197,4275,male,2009
Adelie,Biscoe,40.5,18.9,180,3975,male,2007
Adelie,Biscoe,40.1,18.9,188,4300,male,2008
Adelie,Biscoe,42.1,19.5,197,4275,male,2009
Adelie,Biscoe,41.3,21.1,195,4400,male,2008
Adelie,Biscoe,37.9,19.1,194,3775,male,2008
Adelie,Biscoe,41.1,19.2,188,4125,male,2008
Adelie,Biscoe,39.5,18.9,184,3600,male,2009
Adelie,Biscoe,38.2,20.2,190,3875,male,2009
Adelie,Biscoe,40.5,18.9,180,3950,male,2007
Adelie,Biscoe,41.0,20.0,203,4750,male,2009
Adelie,Biscoe,41.5,18.5,191,3675,male,2008
Adelie,Biscoe,38.1,18.1,185,4000,male,2007
Adelie,Biscoe,37.9,19.0,194,3750,male,2008
Adelie,Biscoe,37.9,18.7,180,3575,male,2007
Adelie,Biscoe,45.5,20.2,191,4650,male,2009
Adelie,Biscoe,41.0,19.1,188,4125,male,2008
Adelie,Biscoe,39.9,18.9,189,4275,male,2008
Adelie,Dream,36.4,16.9,195,3325,female,2007
Adelie,Dream,36.0,17.8,190,3500,female,2007
Adelie,Dream,36.7,18.4,193,3500,female,2009
Adelie,Dream,39.5,16.7,177,3250,female,2007
Adelie,Dream,38.0,17.6,187,3425,female,2009
Adelie,Dream,37.6,16.8,192,3000,female,2009
Adelie,Dream,35.6,17.9,203,3550,female,2008
Adelie,Dream,38.3,17.7,187,3425,female,2009
Adelie,Dream,40.3,17.1,194,3400,female,2009
Adelie,Dream,32.1,15.5,187,3025,female,2009
Adelie,Dream,36.5,17.1,195,3325,female,2007
Adelie,Dream,35.9,18.0,190,3425,female,2007
Adelie,Dream,35.8,18.5,186,3075,female,2007
Adelie,Dream,37.9,17.6,188,3450,female,2009
Adelie,Dream,37.0,18.5,188,3475,female,2008
Adelie,Dream,36.7,18.5,193,3500,female,2009
Adelie,Dream,36.2,18.0,182,3150,female,2007
Adelie,Dream,36.7,18.4,184,3475,female,2009
Adelie,Dream,35.6,17.5,191,3175,female,2009
Adelie,Dream,38.0,17.4,187,3425,female,2009
Adelie,Dream,42.2,18.5,180,3500,female,2007
Adelie,Dream,33.4,16.1,178,2925,female,2008
Adelie,Dream,37.3,17.8,191,3325,female,2008
Adelie,Dream,36.0,18.5,186,3100,female,2007
Adelie,Dream,35.9,17.9,201,3550,female,2008
Adelie,Dream,36.0,17.2,187,3300,female,2008
Adelie,Dream,37.0,16.5,185,3400,female,2009
Adelie,Dream,37.7,19.3,181,3300,female,2007
Adelie,Dream,37.0,16.8,192,2975,female,2009
Adelie,Dream,32.3,15.5,188,3025,female,2009
Adelie,Dream,36.4,17.0,195,3325,female,2007
Adelie,Dream,38.3,17.8,186,3425,female,2009
Adelie,Dream,39.4,17.9,188,3275,female,2007
Adelie,Dream,38.7,18.7,191,3600,female,2008
Adelie,Dream,33.9,17.1,185,3450,female,2008
Adelie,Dream,36.1,17.8,195,3425,female,2009
Adelie,Dream,35.7,17.9,202,3550,female,2008
Adelie,Dream,39.6,16.7,178,3250,female,2007
Adelie,Dream,35.9,17.4,187,3275,female,2008
Adelie,Dream,39.4,16.7,178,3275,female,2007
Adelie,Dream,36.9,16.9,185,2975,female,2007
Adelie,Dream,33.1,16.1,178,2925,female,2008
Adelie,Dream,38.3,18.6,190,3650,female,2008
Adelie,Dream,37.4,17.8,191,3350,female,2008
Adelie,Dream,34.2,17.0,184,3350,female,2008
Adelie,Dream,36.0,17.9,195,3475,female,2009
Adelie,Dream,39.8,16.7,178,3225,female,2007
Adelie,Dream,32.1,15.5,187,3075,female,2009
Adelie,Dream,42.3,18.4,180,3525,female,2007
Adelie,Dream,33.2,16.1,178,2950,female,2008
Adelie,Dream,33.0,16.2,178,2875,female,2008
Adelie,Dream,36.0,17.1,187,3725,female,2009
Adelie,Dream,37.3,19.2,181,3300,female,2007
Adelie,Dream,36.5,18.1,183,3175,female,2007
Adelie,Dream,32.1,15.5,188,3075,female,2009
Adelie,Dream,32.1,15.5,188,3025,female,2009
Adelie,Dream,39.3,16.8,178,3225,female,2007
Adelie,Dream,37.0,16.5,185,3400,female,2009
Adelie,Dream,37.0,18.7,188,3525,female,2008
Adelie,Dream,38.2,18.5,190,3700,female,2008
Adelie,Dream,38.2,18.6,190,3700,female,2008
Adelie,Dream,34.0,17.1,185,3375,female,2008
Adelie,Dream,37.2,18.7,189,3500,female,2008
Adelie,Dream,37.5,16.8,193,3000,female,2009
Adelie,Dream,32.9,16.0,178,2875,female,2008
Adelie,Dream,34.1,17.1,185,3400,female,2008
Adelie,Dream,37.0,16.9,185,3000,female,2007
Adelie,Dream,36.7,17.0,195,3300,female,2007
Adelie,Dream,34.1,17.2,185,3400,female,2008
Adelie,Dream,39.7,16.7,178,3250,female,2007
Adelie,Dream,37.5,16.8,192,3000,female,2009
Adelie,Dream,39.5,16.7,178,3275,female,2007
Adelie,Dream,36.5,17.3,187,3325,female,2008
Adelie,Dream,38.4,18.7,190,3675,female,2008
Adelie,Dream,37.4,16.7,192,3000,female,2009
Adelie,Dream,37.2,16.8,192,2975,female,2009
Adelie,Dream,39.4,16.6,178,3275,female,2007
Adelie,Dream,36.9,18.5,193,3500,female,2009
Adelie,Dream,37.5,19.3,181,3275,female,2007
Adelie,Dream,39.0,18.8,190,3650,female,2008
Adelie,Dream,35.9,17.0,188,3725,female,2009
Adelie,Dream,32.9,16.1,178,2875,female,2008
Adelie,Dream,34.1,17.1,185,3375,female,2008
Adelie,Dream,36.0,17.9,191,3450,female,2007
Adelie,Dream,36.9,16.5,185,3375,female,2009
Adelie,Dream,38.9,18.7,190,3625,female,2008
Adelie,Dream,32.1,15.5,188,3050,female,2009
Adelie,Dream,36.4,17.1,195,3300,female,2007
Adelie,Dream,36.4,18.0,182,3200,female,2007
Adelie,Dream,32.1,15.5,188,3075,female,2009
Adelie,Dream,37.1,16.4,185,3425,female,2009
Adelie,Dream,39.0,18.8,190,3600,female,2008
Adelie,Dream,35.7,17.9,202,3550,female,2008
Adelie,Dream,39.8,17.8,188,3300,female,2007
Adelie,Dream,37.8,19.3,181,3325,female,2007
Adelie,Dream,35.7,18.0,202,3525,female,2008
Adelie,Dream,32.1,15.5,188,3025,female,2009
Adelie,Dream,38.8,18.8,190,3600,female,2008
Adelie,Dream,38.0,17.5,186,3425,female,2009
Adelie,Dream,39.5,17.8,188,3300,female,2007
Adelie,Dream,39.2,18.9,190,3625,female,2008
Adelie,Dream,37.3,16.8,192,2975,female,2009
Adelie,Dream,33.0,16.1,178,2900,female,2008
Adelie,Dream,36.0,17.8,195,3475,female,2009
Adelie,Dream,36.1,17.9,190,3475,female,2007
Adelie,Dream,35.8,17.4,191,3150,female,2009
Adelie,Dream,36.6,18.0,182,3200,female,2007
Adelie,Dream,37.5,19.4,181,3275,female,2007
Adelie,Dream,39.0,18.8,190,3600,female,2008
Adelie,Dream,36.0,17.8,195,3425,female,2009
Adelie,Dream,36.3,18.5,186,3100,female,2007
Adelie,Dream,40.1,17.2,193,3425,female,2009
Adelie,Dream,36.2,17.0,194,3325,female,2007
Adelie,Dream,39.3,16.7,178,3225,female,2007
Adelie,Dream,36.5,18.5,183,3475,female,2009
Adelie,Dream,36.4,16.9,195,3325,female,2007
Adelie,Dream,39.6,17.7,188,3325,female,2007
Adelie,Dream,40.2,17.1,193,3450,female,2009
Adelie,Dream,37.7,19.3,181,3325,female,2007
Adelie,Dream,35.9,18.5,186,3150,female,2007
Adelie,Dream,35.5,17.4,191,3225,female,2009
Adelie,Dream,33.0,16.1,178,2875,female,2008
Adelie,Dream,36.7,18.5,193,3500,female,2009
Adelie,Dream,42.1,18.5,180,3550,female,2007
Adelie,Dream,36.8,16.9,185,3025,female,2007
Adelie,Dream,35.9,18.0,202,3500,female,2008
Adelie,Dream,39.6,17.8,188,3325,female,2007
Adelie,Dream,34.0,17.1,185,3375,female,2008
Adelie,Dream,34.0,17.1,185,3425,female,2008
Adelie,Dream,32.1,15.5,188,3075,female,2009
Adelie,Dream,37.3,17.8,191,3350,female,2008
Adelie,Dream,40.1,17.2,193,3425,female,2009
Adelie,Dream,32.1,15.5,188,3025,female,2009
Adelie,Dream,39.4,16.6,178,3225,female,2007
Adelie,Dream,38.1,17.5,187,3450,female,2009
Adelie,Dream,37.5,19.4,181,3300,female,2007
Adelie,Dream,32.3,15.5,188,3025,female,2009
Adelie,Dream,37.2,17.8,191,3325,female,2008
Adelie,Dream,42.3,18.5,180,3525,female,2007
Adelie,Dream,37.4,16.8,192,3025,female,2009
Adelie,Dream,37.2,16.8,192,3000,female,2009
Adelie,Dream,37.0,16.5,185,3425,female,2009
Adelie,Dream,37.0,16.9,192,3025,female,2009
Adelie,Dream,36.5,17.0,194,3325,female,2007
Adelie,Dream,36.2,17.9,190,3400,female,2007
Adelie,Dream,37.7,19.3,181,3300,female,2007
Adelie,Dream,39.4,16.6,177,3275,female,2007
Adelie,Dream,37.6,19.4,181,3300,female,2007
Adelie,Dream,38.9,18.8,190,3650,female,2008
Adelie,Dream,34.0,17.2,185,3400,female,2008
Adelie,Dream,35.6,18.0,201,3525,female,2008
Adelie,Dream,37.2,16.8,192,3025,female,2009
Adelie,Dream,39.3,17.8,189,3300,female,2007
Adelie,Dream,32.2,15.5,188,3075,female,2009
Adelie,Dream,37.9,17.7,187,3400,female,2009
Adelie,Dream,40.2,17.1,193,3350,female,2009
Adelie,Dream,36.0,17.7,190,3425,female,2007
Adelie,Dream,37.2,17.7,191,3350,female,2008
Adelie,Dream,36.7,18.6,193,3475,female,2009
Adelie,Dream,40.0,17.2,193,3425,female,2009
Adelie,Dream,32.2,15.5,188,3050,female,2009
Adelie,Dream,32.2,15.5,189,3050,female,2009
Adelie,Dream,37.3,16.9,192,3000,female,2009
Adelie,Dream,37.1,18.6,189,3550,female,2008
Adelie,Dream,36.4,17.0,195,3350,female,2007
Adelie,Dream,33.9,17.1,185,3375,female,2008
Adelie,Dream,37.1,17.7,191,3350,female,2008
Adelie,Dream,38.0,18.6,190,3725,female,2008
Adelie,Dream,37.0,16.9,185,2975,female,2007
Adelie,Dream,39.4,17.8,188,3350,female,2007
Adelie,Dream,35.9,18.5,186,3100,female,2007
Adelie,Dream,36.4,17.0,195,3325,female,2007
Adelie,Dream,37.1,18.5,193,3525,female,2009
Adelie,Dream,37.2,17.9,191,3350,female,2008
Adelie,Dream,38.4,18.6,190,3675,female,2008
Adelie,Dream,39.6,17.7,188,3325,female,2007
Adelie,Dream,36.4,17.0,195,3375,female,2007
Adelie,Dream,39.3,16.7,178,3275,female,2007
Adelie,Dream,36.5,18.1,182,3125,female,2007
Adelie,Dream,35.4,17.6,191,3175,female,2009
Adelie,Dream,36.1,17.2,187,3300,female,2008
Adelie,Dream,36.3,18.4,184,3475,female,2009
Adelie,Dream,36.8,18.5,193,3500,female,2009
Adelie,Dream,37.3,16.8,192,3025,female,2009
Adelie,Dream,36.5,18.1,182,3150,female,2007
Adelie,Dream,38.8,18.8,190,3575,female,2008
Adelie,Dream,37.4,19.1,181,3300,female,2007
Adelie,Dream,36.1,17.7,195,3400,female,2009
Adelie,Dream,36.2,18.0,190,3450,female,2007
Adelie,Dream,36.0,18.6,186,3075,female,2007
Adelie,Dream,36.1,17.7,195,3475,female,2009
Adelie,Dream,39.6,16.7,178,3250,female,2007
Adelie,Dream,37.4,16.8,192,2975,female,2009
Adelie,Dream,37.3,17.8,191,3325,female,2008
Adelie,Dream,35.6,17.3,192,3175,female,2009
Adelie,Dream,36.6,18.5,193,3500,female,2009
Adelie,Dream,35.8,18.1,201,3550,female,2008
Adelie,Dream,37.3,16.6,192,3025,female,2009
Adelie,Dream,38.0,18.7,190,3700,female,2008
Adelie,Dream,36.4,17.4,187,3350,female,2008
Adelie,Dream,36.0,17.2,186,3725,female,2009
Adelie,Dream,32.2,15.6,188,3050,female,2009
Adelie,Dream,38.0,18.5,190,3725,female,2008
Adelie,Dream,36.3,18.4,184,3475,female,2009
Adelie,Dream,36.1,17.8,195,3450,female,2009
Adelie,Dream,36.1,17.8,190,3425,female,2007
Adelie,Dream,32.1,15.5,188,3025,female,2009
Adelie,Dream,37.1,16.5,185,3400,female,2009
Adelie,Dream,36.1,17.1,187,3700,female,2009
Adelie,Dream,37.0,16.4,185,3425,female,2009
Adelie,Dream,39.4,16.8,178,3275,female,2007
Adelie,Dream,37.1,16.5,185,3375,female,2009
Adelie,Dream,37.3,16.9,192,3000,female,2009
Adelie,Dream,37.1,16.9,186,3025,female,2007
Adelie,Dream,38.7,18.8,190,3600,female,2008
Adelie,Dream,37.2,16.8,192,3000,female,2009
Adelie,Dream,36.6,18.0,182,3175,female,2007
Adelie,Dream,39.5,17.7,188,3325,female,2007
Adelie,Dream,37.3,16.8,192,3000,female,2009
Adelie,Dream,36.1,17.8,195,3450,female,2009
Adelie,Dream,35.6,18.1,202,3550,female,2008
Adelie,Dream,35.8,17.8,195,3450,female,2009
Adelie,Dream,36.5,18.0,182,3150,female,2007
Adelie,Dream,35.9,17.6,195,3475,female,2009
Adelie,Dream,36.9,16.6,186,3425,female,2009
Adelie,Dream,36.9,18.5,193,3400,female,2009
Adelie,Dream,35.7,18.0,203,3550,female,2008
Adelie,Dream,39.4,17.8,188,3325,female,2007
Adelie,Dream,36.2,17.1,187,3700,female,2009
Adelie,Dream,36.0,17.3,187,3300,female,2008
Adelie,Dream,39.6,16.7,178,3275,female,2007
Adelie,Dream,37.1,16.8,192,3000,female,2009
Adelie,Dream,36.9,16.5,185,3375,female,2009
Adelie,Dream,35.9,17.1,187,3675,female,2009
Adelie,Dream,37.5,19.3,181,3275,female,2007
Adelie,Dream,42.2,18.4,181,3550,female,2007
Adelie,Dream,42.2,18.5,180,3575,female,2007
Adelie,Dream,36.6,17.9,182,3125,female,2007
Adelie,Dream,39.6,17.8,188,3300,female,2007
Adelie,Dream,36.4,18.4,184,3425,female,2009
Adelie,Dream,40.3,17.1,193,3375,female,2009
Adelie,Dream,36.8,18.5,193,3500,female,2009
Adelie,Dream,36.4,17.0,195,3375,female,2007
Adelie,Dream,36.0,17.1,187,3725,female,2009
Adelie,Dream,36.5,18.5,193,3500,female,2009
Adelie,Dream,40.2,17.0,193,3400,female,2009
Adelie,Dream,37.0,16.8,184,2975,female,2007
Adelie,Dream,36.7,18.4,184,3475,female,2009
Adelie,Dream,36.1,17.1,187,3700,female,2009
Adelie,Dream,40.2,17.2,193,3375,female,2009
Adelie,Dream,35.9,18.1,190,3425,female,2007
Adelie,Dream,37.3,16.8,192,3000,female,2009
Adelie,Dream,37.3,17.8,191,3300,female,2008
Adelie,Dream,35.6,17.6,191,3175,female,2009
Adelie,Dream,36.9,18.5,193,3500,female,2009
Adelie,Dream,42.1,18.4,181,3550,female,2007
Adelie,Dream,36.6,17.9,182,3150,female,2007
Adelie,Dream,37.0,16.9,185,2975,female,2007
Adelie,Dream,33.9,17.0,184,3425,female,2008
Adelie,Dream,36.0,17.1,187,3650,female,2009
Adelie,Dream,33.0,16.2,177,2875,female,2008
Adelie,Dream,39.6,16.6,178,3225,female,2007
Adelie,Dream,39.1,18.9,190,3575,female,2008
Adelie,Dream,34.0,17.2,184,3375,female,2008
Adelie,Dream,35.8,18.5,185,3100,female,2007
Adelie,Dream,39.4,17.8,187,3300,female,2007
Adelie,Dream,35.7,18.5,186,3075,female,2007
Adelie,Dream,35.8,18.6,186,3100,female,2007
Adelie,Dream,34.2,17.1,185,3450,female,2008
Adelie,Dream,39.6,17.8,188,3300,female,2007
Adelie,Dream,39.6,17.8,188,3275,female,2007
Adelie,Dream,36.4,16.9,195,3300,female,2007
Adelie,Dream,37.2,16.8,192,2975,female,2009
Adelie,Dream,37.0,18.6,189,3525,female,2008
Adelie,Dream,36.5,17.0,195,3300,female,2007
Adelie,Dream,37.1,16.4,185,3375,female,2009
Adelie,Dream,40.2,17.2,193,3400,female,2009
Adelie,Dream,36.4,17.3,187,3300,female,2008
Adelie,Dream,36.1,17.2,187,3725,female,2009
Adelie,Dream,39.6,16.8,178,3225,female,2007
Adelie,Dream,36.4,17.0,195,3300,female,2007
Adelie,Dream,37.1,18.6,190,3525,female,2008
Adelie,Dream,38.8,18.9,190,3625,female,2008
Adelie,Dream,34.1,17.0,184,3375,female,2008
Adelie,Dream,35.9,17.9,190,3475,female,2007
Adelie,Dream,36.4,18.0,183,3150,female,2007
Adelie,Dream,38.9,18.8,190,3600,female,2008
Adelie,Dream,38.9,18.8,190,3600,female,2008
Adelie,Dream,35.8,17.8,189,3450,female,2007
Adelie,Dream,36.7,18.7,189,3500,female,2008
Adelie,Dream,39.0,18.8,190,3575,female,2008
Adelie,Dream,38.9,18.8,190,3575,female,2008
Adelie,Dream,37.0,16.4,185,3375,female,2009
Adelie,Dream,38.0,18.7,190,3700,female,2008
Adelie,Dream,36.5,18.0,182,3150,female,2007
Adelie,Dream,37.7,19.3,181,3300,female,2007
Adelie,Dream,36.0,18.5,185,3125,female,2007
Adelie,Dream,36.0,17.0,188,3700,female,2009
Adelie,Dream,39.4,16.7,178,3225,female,2007
Adelie,Dream,37.3,16.8,184,3000,female,2007
Adelie,Dream,42.3,18.5,180,3550,female,2007
Adelie,Dream,36.1,17.3,188,3300,female,2008
Adelie,Dream,37.1,18.6,189,3525,female,2008
Adelie,Dream,37.5,19.3,181,3300,female,2007
Adelie,Dream,36.9,18.4,193,3500,female,2009
Adelie,Dream,35.5,17.5,191,3200,female,2009
Adelie,Dream,35.7,17.6,191,3175,female,2009
Adelie,Dream,36.1,18.0,190,3500,female,2007
Adelie,Dream,35.8,17.7,190,3200,female,2009
Adelie,Dream,36.7,18.4,193,3475,female,2009
Adelie,Dream,38.3,17.7,187,3425,female,2009
Adelie,Dream,35.9,17.3,187,3250,female,2008
Adelie,Dream,35.6,17.5,191,3175,female,2009
Adelie,Dream,37.5,19.2,181,3350,female,2007
Adelie,Dream,42.1,18.5,180,3550,female,2007
Adelie,Dream,38.8,18.8,190,3575,female,2008
Adelie,Dream,35.6,17.5,191,3200,female,2009
Adelie,Dream,38.2,18.5,190,3700,female,2008
Adelie,Dream,35.5,17.6,190,3175,female,2009
Adelie,Dream,33.9,17.2,185,3400,female,2008
Adelie,Dream,36.1,17.4,187,3275,female,2008
Adelie,Dream,40.2,17.1,193,3375,female,2009
Adelie,Dream,33.6,17.2,185,3425,female,2008
Adelie,Dream,37.3,17.8,191,3325,female,2008
Adelie,Dream,37.6,19.3,181,3325,female,2007
Adelie,Dream,36.4,17.0,194,3325,female,2007
Adelie,Dream,36.0,17.9,190,3450,female,2007
Adelie,Dream,37.5,19.3,181,3300,female,2007
Adelie,Dream,37.1,16.5,185,3375,female,2009
Adelie,Dream,34.0,17.2,185,3400,female,2008
Adelie,Dream,36.2,18.5,186,3075,female,2007
Adelie,Dream,35.9,17.9,190,3425,female,2007
Adelie,Dream,37.5,19.3,181,3275,female,2007
Adelie,Dream,36.7,18.5,189,3500,female,2008
Adelie,Dream,38.3,17.6,187,3425,female,2009
Adelie,Dream,40.1,17.1,192,3425,female,2009
Adelie,Dream,37.7,19.3,181,3350,female,2007
Adelie,Dream,42.5,18.6,180,3550,female,2007
Adelie,Dream,36.1,17.9,191,3475,female,2007
